t,X1,X2,y
671,-0.425759202,0.407201408,0.987547342
672,-0.404449924,0.411330105,0.987437177
673,-0.382189397,0.414589791,0.986035741
674,-0.358905662,0.416983492,0.983375115
675,-0.334526763,0.418514232,0.979487378
676,-0.308980742,0.419185039,0.974404609
677,-0.282195643,0.418998937,0.968158887
678,-0.254099509,0.417958954,0.960782293
679,-0.224636167,0.416069664,0.952321482
680,-0.193812588,0.413341846,0.942881421
681,-0.161651527,0.409787831,0.93258165
682,-0.128175739,0.405419946,0.921541714
683,-0.09340798,0.40025052,0.909881153
684,-0.057371004,0.394291884,0.897719511
685,-0.020087567,0.387556365,0.88517633
686,0.018407812,0.380050528,0.872355925
687,0.058033565,0.371757869,0.859301698
688,0.098696358,0.362656119,0.846041825
689,0.140302858,0.35272301,0.832604481
690,0.182759734,0.341936274,0.81901784
691,0.225973653,0.330273642,0.805310079
692,0.269851281,0.317712844,0.791509371
693,0.314286951,0.304226392,0.777650543
694,0.359125655,0.289765913,0.763795019
695,0.404200048,0.274277812,0.750010875
696,0.449342788,0.257708497,0.736366186
697,0.49438653,0.240004373,0.722929028
698,0.539163931,0.221111847,0.709767476
699,0.583507647,0.200977326,0.696949605
700,0.627261108,0.179566511,0.684516604
701,0.670310847,0.156922293,0.672402114
702,0.71255417,0.133106855,0.660512887
703,0.753888381,0.108182384,0.648755677
704,0.794210787,0.082211064,0.637037239
705,0.833418694,0.055255082,0.625264326
706,0.871409408,0.027376622,0.613343691
707,0.908088279,-0.001346725,0.601188656
708,0.943392831,-0.030775746,0.588738819
709,0.977268633,-0.060755822,0.575940347
710,1.009661255,-0.091132334,0.562739403
711,1.040516264,-0.121750664,0.549082156
712,1.06977923,-0.152456193,0.53491477
713,1.097395721,-0.183094301,0.520183412
714,1.123305508,-0.21353835,0.504839523
715,1.147425176,-0.243773613,0.488855651
716,1.169665509,-0.273813343,0.472209619
717,1.189937293,-0.303670792,0.45487925
718,1.208151315,-0.333359214,0.436842367
719,1.22421836,-0.362891862,0.418076793
720,1.238049214,-0.392281987,0.398560352
721,1.249579202,-0.421548008,0.378282617
722,1.258841801,-0.450729,0.357280165
723,1.265895029,-0.479869205,0.335601324
724,1.270796902,-0.509012862,0.313294419
725,1.273605438,-0.538204214,0.290407778
726,1.274378652,-0.567487499,0.266989729
727,1.273174562,-0.59690696,0.243088598
728,1.270041789,-0.626456463,0.218767971
729,1.26499137,-0.655928382,0.194152465
730,1.258024947,-0.685064717,0.169381958
731,1.249144161,-0.713607468,0.144596325
732,1.238350654,-0.741298635,0.119935443
733,1.225646068,-0.767880218,0.095539187
734,1.211032043,-0.793094218,0.071547435
735,1.194520855,-0.816712905,0.048098699
736,1.176167308,-0.83862964,0.025326037
737,1.156036838,-0.858768052,0.003361146
738,1.134194881,-0.877051772,-0.01766428
739,1.110706876,-0.89340443,-0.037618546
740,1.085638258,-0.907749657,-0.056369956
741,1.059054464,-0.920011082,-0.073786815
742,1.031025874,-0.93012128,-0.089762229
743,1.00164263,-0.938048594,-0.104288505
744,0.97099982,-0.94377031,-0.117382755
745,0.93919253,-0.947263714,-0.129062088
746,0.906315846,-0.948506092,-0.139343612
747,0.872464855,-0.94747473,-0.148244439
748,0.837734642,-0.944146915,-0.155781676
749,0.802237296,-0.938528587,-0.161979216
750,0.766152913,-0.930740298,-0.16688807
751,0.729678589,-0.920931257,-0.170566032
752,0.693011421,-0.909250669,-0.173070895
753,0.656348508,-0.895847743,-0.174460454
754,0.619886947,-0.880871685,-0.174792502
755,0.583823834,-0.864471702,-0.174124832
756,0.548328191,-0.846811304,-0.172500183
757,0.513456736,-0.828111209,-0.169901077
758,0.479238111,-0.808606439,-0.166294982
759,0.44570096,-0.788532015,-0.161649366
760,0.412873923,-0.768122958,-0.155931696
761,0.380785644,-0.747614289,-0.149109439
762,0.349464764,-0.727241029,-0.141150063
763,0.318943019,-0.707196503,-0.132046843
764,0.289264518,-0.687507245,-0.121896284
765,0.260476465,-0.668158096,-0.110820697
766,0.232626061,-0.649133894,-0.098942396
767,0.205760509,-0.630419477,-0.086383692
768,0.179927013,-0.611999685,-0.073266897
769,0.155172773,-0.593859356,-0.059714324
770,0.131544499,-0.575977443,-0.045844944
771,0.109086912,-0.558309351,-0.031764372
772,0.087844241,-0.540804599,-0.01757488
773,0.067860715,-0.523412706,-0.003378743
774,0.049180562,-0.506083192,0.010721767
775,0.031848008,-0.488765575,0.024624375
776,0.015907284,-0.471409373,0.038226808
777,0.001381508,-0.453947673,0.051439617
778,-0.011790625,-0.43624782,0.064224645
779,-0.023691531,-0.418160726,0.076556559
780,-0.034403625,-0.399537304,0.088410027
781,-0.044009321,-0.380228466,0.099759715
782,-0.052591034,-0.360085124,0.110580293
783,-0.060231179,-0.33895819,0.120846426
784,-0.06701569,-0.31671785,0.130545076
785,-0.073044582,-0.293311384,0.139712378
786,-0.078421389,-0.268705342,0.148396763
787,-0.083249646,-0.242866278,0.156646659
788,-0.087632887,-0.215760744,0.164510496
789,-0.091674647,-0.187355292,0.172036703
790,-0.095478459,-0.157616475,0.17927371
791,-0.099128543,-0.126535711,0.1862566
792,-0.102631848,-0.09420388,0.192967068
793,-0.105976008,-0.060736727,0.199373463
794,-0.109148659,-0.026249999,0.205444135
795,-0.112137433,0.009140559,0.211147433
796,-0.114929964,0.045319202,0.216451705
797,-0.117513888,0.082170184,0.221325302
798,-0.119878667,0.119577131,0.225745684
799,-0.122021088,0.157421158,0.229726767
800,-0.123939766,0.195582753,0.233291579
801,-0.125633318,0.233942403,0.236463146
802,-0.127100358,0.272380596,0.239264497
803,-0.128339503,0.310777818,0.24171866
804,-0.129349368,0.349014558,0.243848661
805,-0.130114538,0.386975669,0.245689691
806,-0.130563469,0.424563477,0.247325584
807,-0.130610586,0.461684674,0.248852335
808,-0.130170314,0.498245953,0.250365942
809,-0.129157079,0.534154005,0.251962399
810,-0.127485304,0.569315523,0.253737703
811,-0.125069416,0.603637199,0.25578785
812,-0.121828112,0.63704898,0.258193313
813,-0.11769718,0.66957383,0.260972481
814,-0.11261668,0.701257967,0.264128217
815,-0.106526673,0.732147609,0.267663387
816,-0.099367219,0.762288974,0.271580855
817,-0.091078379,0.791728281,0.275883486
818,-0.081600214,0.820511747,0.280574145
819,-0.070907485,0.848686367,0.285632013
820,-0.059113761,0.876302234,0.290941534
821,-0.04636731,0.903410219,0.296363468
822,-0.032816401,0.930061189,0.301758575
823,-0.018609304,0.956306015,0.306987615
824,-0.003894289,0.982195567,0.311911348
825,0.011180377,1.007780713,0.316390533
826,0.026464356,1.033115431,0.320301422
827,0.041799048,1.058266135,0.323582226
828,0.057023784,1.083302344,0.326186648
829,0.071977895,1.108293579,0.328068389
830,0.086500714,1.133309361,0.329181153
831,0.100431572,1.158419211,0.329478641
832,0.113609802,1.183692649,0.328914557
833,0.125896487,1.20919081,0.327444697
834,0.137239731,1.234941282,0.325033238
835,0.147609388,1.260963267,0.321646454
836,0.156975314,1.287275967,0.317250616
837,0.165307363,1.313898584,0.311811998
838,0.17257539,1.340850319,0.305296871
839,0.178749253,1.368150375,0.297671508
840,0.183828746,1.395784074,0.288895549
841,0.187933433,1.423601225,0.278902099
842,0.191212818,1.451417755,0.267617633
843,0.193816408,1.479049594,0.254968623
844,0.195893705,1.50631267,0.240881543
845,0.197594215,1.533022912,0.225282866
846,0.199067443,1.558996249,0.208099066
847,0.200449397,1.584056708,0.189270019
848,0.201822105,1.608060706,0.168789216
849,0.203254098,1.63087276,0.146663553
850,0.204813907,1.652357388,0.122899924
851,0.206570063,1.672379105,0.097505223
852,0.208591098,1.690802427,0.070486346
853,0.210945544,1.707491872,0.041850187
854,0.213683486,1.722316053,0.011644765
855,0.216781232,1.735159968,-0.019917398
856,0.220196645,1.745912714,-0.052582658
857,0.223887586,1.754463388,-0.086097371
858,0.227811919,1.760701084,-0.12020789
859,0.231927506,1.764514899,-0.154660571
860,0.236192209,1.76579393,-0.189201768
861,0.240580045,1.764455444,-0.223599448
862,0.245129649,1.760529396,-0.257708021
863,0.249895811,1.754073913,-0.29140351
864,0.25493332,1.745147122,-0.324561937
865,0.260296966,1.73380715,-0.357059324
866,0.266041538,1.720112125,-0.388771693
867,0.272221825,1.704120172,-0.419575067
868,0.278887392,1.68589308,-0.4493551
869,0.28606691,1.665507275,-0.47803598
870,0.29378382,1.643042845,-0.505551526
871,0.302061569,1.618579876,-0.53183556
872,0.3109236,1.592198456,-0.556821902
873,0.320393357,1.563978672,-0.580444371
874,0.330494286,1.534000612,-0.602636788
875,0.341235328,1.502327882,-0.623342316
876,0.352567424,1.468958176,-0.642541488
877,0.364427011,1.433872706,-0.660224183
878,0.376750527,1.397052684,-0.676380276
879,0.389474409,1.358479324,-0.690999644
880,0.402535096,1.318133838,-0.704072164
881,0.415869026,1.27599744,-0.715587712
882,0.429417541,1.232067142,-0.725539603
883,0.443141599,1.186403167,-0.733934895
884,0.457007064,1.139081535,-0.740784084
885,0.4709798,1.090178271,-0.746097666
886,0.485025669,1.039769394,-0.749886138
887,0.499110535,0.987930929,-0.752159994
888,0.51320026,0.934738897,-0.752929732
889,0.527258844,0.880282008,-0.752208496
890,0.541242825,0.824699725,-0.750020034
891,0.555106877,0.768144198,-0.746390742
892,0.568805674,0.710767578,-0.741347017
893,0.582293889,0.652722016,-0.734915257
894,0.595526197,0.594159661,-0.727121857
895,0.608457271,0.535232665,-0.717993215
896,0.621029196,0.476093455,-0.707567231
897,0.6331337,0.416895565,-0.695927816
898,0.644649923,0.357792806,-0.683170387
899,0.655457002,0.298938991,-0.669390357
900,0.665434077,0.240487929,-0.654683142
901,0.674460288,0.182593433,-0.639144157
902,0.682414772,0.125409313,-0.622868818
903,0.68918025,0.069086019,-0.605949712
904,0.694653766,0.013760548,-0.588468118
905,0.698735947,-0.040433465,-0.570502485
906,0.701327417,-0.093362384,-0.552131264
907,0.702328803,-0.144892573,-0.533432907
908,0.701640729,-0.194890397,-0.514485863
909,0.699163822,-0.243222221,-0.495368584
910,0.694802869,-0.28977883,-0.476152537
911,0.688479307,-0.334548692,-0.456881262
912,0.680118734,-0.377544696,-0.437591317
913,0.669646748,-0.418779731,-0.418319258
914,0.656988947,-0.458266686,-0.399101642
915,0.642070931,-0.49601845,-0.379975027
916,0.624818297,-0.532047911,-0.360975969
917,0.605196541,-0.566388202,-0.342148946
918,0.583330752,-0.599153428,-0.323570113
919,0.559385918,-0.630477938,-0.305323547
920,0.533527023,-0.66049608,-0.287493323
921,0.505919056,-0.689342203,-0.270163519
922,0.476727002,-0.717150656,-0.253418209
923,0.446115849,-0.744055788,-0.237341471
924,0.414248467,-0.770172212,-0.222001908
925,0.38127927,-0.795535604,-0.207406244
926,0.347360555,-0.820161905,-0.19354573
927,0.312644618,-0.844067057,-0.180411617
928,0.277283759,-0.867267001,-0.167995158
929,0.241430273,-0.889777678,-0.156287602
930,0.205236459,-0.91161503,-0.145280202
931,0.168846261,-0.932785445,-0.134977285
932,0.13237022,-0.953257106,-0.125435478
933,0.095910522,-0.972988642,-0.116724486
934,0.059569353,-0.991938686,-0.108914012
935,0.023448901,-1.010065866,-0.10207376
936,-0.012348646,-1.027328813,-0.096273434
937,-0.047721104,-1.043686158,-0.091582737
938,-0.082575924,-1.05910767,-0.088051926
939,-0.116859124,-1.073607682,-0.085653469
940,-0.150526362,-1.087211665,-0.084340387
941,-0.183533296,-1.099945091,-0.0840657
942,-0.215835584,-1.111833431,-0.08478243
943,-0.247388884,-1.122902157,-0.086443598
944,-0.278148853,-1.133176741,-0.089002224
945,-0.308073791,-1.142654176,-0.092394101
946,-0.337132559,-1.151217538,-0.096486109
947,-0.365296659,-1.158721426,-0.1011279
948,-0.392537594,-1.165020437,-0.106169125
949,-0.418826867,-1.169969169,-0.111459436
950,-0.44413598,-1.173422221,-0.116848484
951,-0.468436435,-1.17523419,-0.122185921
952,-0.491707729,-1.175266365,-0.127332776
953,-0.513961333,-1.173406797,-0.132195587
954,-0.53521671,-1.169550225,-0.13669227
955,-0.555493326,-1.16359139,-0.140740739
956,-0.574810646,-1.155425033,-0.14425891
957,-0.593188133,-1.144945895,-0.1471647
958,-0.610645253,-1.132048716,-0.149376022
959,-0.627201791,-1.116662764,-0.150816205
960,-0.642878819,-1.098855416,-0.151430221
961,-0.657697731,-1.078728574,-0.151168455
962,-0.671679921,-1.056384143,-0.149981294
963,-0.684846781,-1.031924025,-0.147819122
964,-0.697219706,-1.005450125,-0.144632325
965,-0.708820088,-0.977064346,-0.140371287
966,-0.719672004,-0.946849026,-0.135003986
967,-0.729810253,-0.914808249,-0.128568774
968,-0.73927232,-0.880926534,-0.121121593
969,-0.748095688,-0.845188397,-0.112718387
970,-0.75631784,-0.807578359,-0.1034151
971,-0.763976259,-0.768080938,-0.093267676
972,-0.771108427,-0.726680651,-0.082332056
973,-0.777736394,-0.68336244,-0.070675668
974,-0.783820463,-0.63811293,-0.058411864
975,-0.789305504,-0.590919169,-0.04566548
976,-0.794136386,-0.541768204,-0.03256135
977,-0.79825798,-0.490647085,-0.01922431
978,-0.801615153,-0.437542858,-0.005779194
979,-0.804152776,-0.382442571,0.007649161
980,-0.805834891,-0.32534275,0.02095206
981,-0.806702236,-0.266277828,0.034085358
982,-0.80681472,-0.205291716,0.047021048
983,-0.806232254,-0.142428325,0.059731126
984,-0.805014748,-0.077731565,0.072187583
985,-0.803222113,-0.011245348,0.084362415
986,-0.800914258,0.056986415,0.096227616
987,-0.798161021,0.126903235,0.107766314
988,-0.795071949,0.198378306,0.119006182
989,-0.791766513,0.271268244,0.129986029
990,-0.788364187,0.345429666,0.140744663
991,-0.784984444,0.420719186,0.151320893
992,-0.781746757,0.49699342,0.161753525
993,-0.778770598,0.574108985,0.172081369
994,-0.776146901,0.651925571,0.182335189
995,-0.773852441,0.730315168,0.192513575
996,-0.771835454,0.809152844,0.202607073
997,-0.770044175,0.888313665,0.212606229
998,-0.768426839,0.967672695,0.222501588
999,-0.766931682,1.047105002,0.232283697
1000,-0.76550694,1.126485651,0.241943101
