date,day_of_week,DJ_return,log_volume,log_volatility,train
2/9/1968,fri,-0.012163,0.064133,-10.11950679,TRUE
2/13/1968,tues,-0.009894,-0.024906,-9.985877914,TRUE
2/14/1968,wed,0.006722,0.025455,-9.987747808,TRUE
2/15/1968,thur,0.002207,-0.126272,-10.08140323,TRUE
2/16/1968,fri,-0.00345,-0.198408,-10.15565963,TRUE
2/19/1968,mon,0.002758,-0.416013,-10.23949834,TRUE
2/20/1968,tues,0.005292,-0.222759,-10.26135321,TRUE
2/21/1968,wed,0.007244,-0.181646,-10.21244066,TRUE
2/23/1968,fri,0.000671,-0.219882,-10.31643932,TRUE
2/26/1968,mon,-0.009494,-0.338351,-10.15734189,TRUE
2/27/1968,tues,0.005816,-0.36388,-10.17022255,TRUE
2/28/1968,wed,-0.002318,-0.307727,-10.26011821,TRUE
2/29/1968,thur,-0.005008,-0.34465,-10.28886596,TRUE
3/1/1968,fri,-7.10E-05,-0.241303,-10.39420961,TRUE
3/4/1968,mon,-0.011825,-0.034688,-10.0890396,TRUE
3/5/1968,tues,-0.004259,0.042648,-10.14700908,TRUE
3/6/1968,wed,0.012234,-0.099621,-9.898682913,TRUE
3/7/1968,thur,-0.001183,-0.234161,-10.00095221,TRUE
3/8/1968,fri,-0.001173,-0.385989,-10.10294998,TRUE
3/11/1968,mon,0.009295,-0.135567,-9.997733179,TRUE
3/12/1968,tues,0.000213,-0.164194,-10.10298245,TRUE
3/13/1968,wed,-0.001175,-0.191172,-10.20460616,TRUE
3/14/1968,thur,-0.013532,0.066462,-9.871792974,TRUE
3/15/1968,fri,0.007959,0.029582,-9.849294297,TRUE
3/18/1968,mon,0.003028,-0.008549,-9.935537716,TRUE
3/19/1968,tues,-0.008487,-0.382858,-9.887925472,TRUE
3/20/1968,wed,-0.002572,-0.381763,-9.978912207,TRUE
3/21/1968,thur,-0.006908,-0.230524,-9.975989,TRUE
3/22/1968,fri,0.001114,-0.087074,-10.0783868,TRUE
3/25/1968,mon,0.001476,-0.474223,-10.17799861,TRUE
3/26/1968,tues,0.005148,-0.21465,-10.20871084,TRUE
3/27/1968,wed,0.006031,-0.177387,-10.21000755,TRUE
3/28/1968,thur,-0.001735,-0.288801,-10.30632252,TRUE
3/29/1968,fri,0.006624,-0.169081,-10.27552475,TRUE
4/1/1968,mon,0.024186,0.497623,-9.321112616,TRUE
4/2/1968,tues,0.003142,0.294306,-9.414296314,TRUE
4/3/1968,wed,0.005943,0.572598,-9.472653118,TRUE
4/4/1968,thur,0.003916,0.271326,-9.55610717,TRUE
4/5/1968,fri,-0.00772,0.137491,-9.572014218,TRUE
4/8/1968,mon,0.021267,0.169564,-9.134188918,TRUE
4/10/1968,wed,0.00924,0.611048,-9.155290791,TRUE
4/11/1968,thur,0.014525,0.246851,-9.060277751,TRUE
4/15/1968,mon,0.004956,0.242464,-9.142419141,TRUE
4/16/1968,tues,-0.003754,0.336157,-9.233259418,TRUE
4/17/1968,wed,0.001532,0.228403,-9.335956204,TRUE
4/18/1968,thur,0.001145,0.345779,-9.439667754,TRUE
4/19/1968,fri,-0.012796,0.256596,-9.338974973,TRUE
4/22/1968,mon,-0.006325,0.037887,-9.395014334,TRUE
4/23/1968,tues,0.006136,0.213131,-9.45128238,TRUE
4/24/1968,wed,0.001091,0.265647,-9.554960412,TRUE
4/25/1968,thur,0.007882,0.237308,-9.567340083,TRUE
4/26/1968,fri,0.000508,0.166866,-9.672291232,TRUE
4/29/1968,mon,0.002546,0.049807,-9.766282093,TRUE
4/30/1968,tues,0.004262,0.226215,-9.83705021,TRUE
5/1/1968,wed,0.001074,0.211177,-9.940016276,TRUE
5/2/1968,thur,0.005297,0.197121,-9.982712162,TRUE
5/3/1968,fri,0.001263,0.425283,-10.08424425,TRUE
5/6/1968,mon,-0.005104,0.032806,-10.12253575,TRUE
5/7/1968,tues,0.005855,0.165489,-10.13730082,TRUE
5/8/1968,wed,-0.001131,0.10481,-10.23907526,TRUE
5/9/1968,thur,-0.008207,0.087264,-10.15435231,TRUE
5/10/1968,fri,0.00171,-0.008602,-10.25139391,TRUE
5/13/1968,mon,-0.003237,0.005152,-10.32431953,TRUE
5/14/1968,tues,-0.00209,0.107161,-10.41499975,TRUE
5/15/1968,wed,-0.000264,0.106921,-10.52010156,TRUE
5/16/1968,thur,-0.004527,0.094534,-10.54447615,TRUE
5/17/1968,fri,-0.005259,-0.002345,-10.53949099,TRUE
5/20/1968,mon,-0.005343,-0.059842,-10.53169304,TRUE
5/21/1968,tues,0.002379,0.100195,-10.61375078,TRUE
5/22/1968,wed,0.000524,0.175479,-10.71786947,TRUE
5/23/1968,thur,-0.004067,0.075027,-10.74349896,TRUE
5/24/1968,fri,0.002382,0.112192,-10.82007183,TRUE
5/27/1968,mon,-0.004119,0.066592,-10.83533517,TRUE
5/28/1968,tues,0.005793,0.151114,-10.76728119,TRUE
5/29/1968,wed,-0.001752,0.168895,-10.85658595,TRUE
5/31/1968,fri,0.004225,0.093947,-10.86402698,TRUE
6/3/1968,mon,0.007072,0.214151,-10.71443677,TRUE
6/4/1968,tues,0.012349,0.397193,-10.25305127,TRUE
6/5/1968,wed,-0.010098,0.249076,-10.07968168,TRUE
6/6/1968,thur,0.002982,0.281324,-10.16174701,TRUE
6/7/1968,fri,0.005205,0.349609,-10.192038,TRUE
6/10/1968,mon,-0.001641,0.180429,-10.28944537,TRUE
6/11/1968,tues,0.004991,0.248133,-10.31652456,TRUE
6/13/1968,thur,-0.004466,0.549225,-10.35705736,TRUE
6/14/1968,fri,-0.000263,0.175259,-10.46217657,TRUE
6/17/1968,mon,-0.011194,0.019428,-10.17088058,TRUE
6/18/1968,tues,-0.003604,0.098424,-10.23922634,TRUE
6/20/1968,thur,-0.002135,0.272935,-10.33051384,TRUE
6/21/1968,fri,0.002946,0.079504,-10.40674753,TRUE
6/24/1968,mon,0.000998,-0.009177,-10.50845024,TRUE
6/25/1968,tues,-0.000466,0.0592,-10.61292795,TRUE
6/27/1968,thur,-0.002944,0.207485,-10.67987809,TRUE
6/28/1968,fri,-0.001069,-0.037803,-10.77973675,TRUE
7/1/1968,mon,-0.001616,-0.115652,-10.87124896,TRUE
7/2/1968,tues,0.000547,0.052285,-10.97486373,TRUE
7/3/1968,wed,0.00741,0.125946,-10.77554468,TRUE
7/8/1968,mon,0.01001,0.270018,-10.45391855,TRUE
7/9/1968,tues,0.008532,0.247921,-10.31200391,TRUE
7/11/1968,thur,0.002604,0.446449,-10.39494398,TRUE
7/12/1968,fri,-0.00039,0.128963,-10.49975161,TRUE
7/15/1968,mon,0.001365,0.022149,-10.59762402,TRUE
7/16/1968,tues,-0.002732,0.021179,-10.67032261,TRUE
7/18/1968,thur,-0.003534,0.277391,-10.71764056,TRUE
7/19/1968,fri,-0.0044,0.098001,-10.73032385,TRUE
7/22/1968,mon,-0.014993,0.01439,-10.07397343,TRUE
7/23/1968,tues,-0.002469,0.017162,-10.16339909,TRUE
7/25/1968,thur,-0.014163,0.184511,-9.812568819,TRUE
7/26/1968,fri,0.003382,-0.140875,-9.894981829,TRUE
7/29/1968,mon,-0.005768,-0.216738,-9.929596443,TRUE
7/30/1968,tues,-0.000408,-0.279324,-10.03457804,TRUE
8/1/1968,thur,-0.005599,0.04202,-10.06351594,TRUE
8/2/1968,fri,-0.007774,-0.333608,-10.02250738,TRUE
8/5/1968,mon,0.001445,-0.448493,-10.12265427,TRUE
8/6/1968,tues,0.005019,-0.361841,-10.16064766,TRUE
8/8/1968,thur,-0.007497,-0.069053,-10.11625908,TRUE
8/9/1968,fri,-0.000828,-0.499704,-10.21973866,TRUE
8/12/1968,mon,0.012989,-0.286344,-9.910066345,TRUE
8/13/1968,tues,0.004146,-0.085232,-9.977703038,TRUE
8/15/1968,thur,-0.005861,-0.087762,-10.00405004,TRUE
8/16/1968,fri,0.007228,-0.335174,-9.988632019,TRUE
8/19/1968,mon,0.002019,-0.347184,-10.08418171,TRUE
8/20/1968,tues,0.001115,-0.272509,-10.18623993,TRUE
8/22/1968,thur,-0.000416,0.074051,-10.29108927,TRUE
8/23/1968,fri,0.004538,-0.352291,-10.33120471,TRUE
8/26/1968,mon,0.004238,-0.375598,-10.37714264,TRUE
8/27/1968,tues,-0.002771,-0.375251,-10.45546509,TRUE
8/29/1968,thur,0.000761,-0.249952,-10.55859549,TRUE
8/30/1968,fri,0.001877,-0.5339,-10.64899849,TRUE
9/3/1968,tues,0.004843,-0.479784,-10.65013256,TRUE
9/4/1968,wed,0.007293,-0.32422,-10.53286438,TRUE
9/5/1968,thur,0.011587,-0.066692,-10.19363773,TRUE
9/6/1968,fri,0.004057,-0.050857,-10.25126562,TRUE
9/9/1968,mon,0.004041,-0.144993,-10.3065296,TRUE
9/10/1968,tues,-0.006073,-0.182616,-10.29622174,TRUE
9/12/1968,thur,-0.004065,0.064626,-10.34861689,TRUE
9/13/1968,fri,0.001702,-0.045246,-10.44397785,TRUE
9/16/1968,mon,0.004525,-0.025246,-10.47411308,TRUE
9/17/1968,tues,0.001822,0.023069,-10.5665091,TRUE
9/19/1968,thur,0.001007,0.270728,-10.6675058,TRUE
9/20/1968,fri,0.000476,0.038496,-10.77178558,TRUE
9/23/1968,mon,0.006502,-0.161854,-10.67514518,TRUE
9/24/1968,tues,0.00838,0.11208,-10.48962454,TRUE
9/26/1968,thur,-0.005386,0.32693,-10.48537318,TRUE
9/27/1968,fri,6.00E-04,0.015318,-10.58930367,TRUE
9/30/1968,mon,0.002129,0.003729,-10.67486701,TRUE
10/1/1968,tues,0.006954,0.122322,-10.57126177,TRUE
10/3/1968,thur,0.007559,0.420682,-10.4554109,TRUE
10/4/1968,fri,0.003659,0.101572,-10.5104086,TRUE
10/7/1968,mon,0.003907,-0.110377,-10.55540527,TRUE
10/8/1968,tues,-0.00046,0.009265,-10.65986382,TRUE
10/10/1968,thur,-0.006779,0.199803,-10.56838708,TRUE
10/11/1968,fri,-2.00E-04,-0.094689,-10.67357453,TRUE
10/14/1968,mon,0.00039,-0.148656,-10.77820697,TRUE
10/15/1968,tues,0.005616,-0.035488,-10.72820143,TRUE
10/17/1968,thur,0.003761,0.4083,-10.76429722,TRUE
10/18/1968,fri,0.008908,0.076638,-10.52108617,TRUE
10/21/1968,mon,0,0.026103,-10.62644673,TRUE
10/22/1968,tues,-0.004506,-0.02425,-10.64289608,TRUE
10/24/1968,thur,-0.00673,0.26346,-10.5569572,TRUE
10/25/1968,fri,0.004797,0.006716,-10.56856831,TRUE
10/28/1968,mon,-0.0037,-0.177454,-10.61645751,TRUE
10/29/1968,tues,-0.006968,-0.126216,-10.52289034,TRUE
10/31/1968,thur,0.001376,0.230015,-10.6204595,TRUE
11/1/1968,fri,-0.004188,0.024172,-10.64902463,TRUE
11/4/1968,mon,-0.002301,-0.246353,-10.72988548,TRUE
11/6/1968,wed,0.003418,-0.099867,-10.77760616,TRUE
11/7/1968,thur,0.001242,-0.177342,-10.87478372,TRUE
11/8/1968,fri,0.008724,0.025244,-10.61081845,TRUE
11/12/1968,tues,0.005429,0.222294,-10.59144821,TRUE
11/13/1968,wed,0.003344,0.124019,-10.64854085,TRUE
11/14/1968,thur,-0.003666,0.072907,-10.69289104,TRUE
11/15/1968,fri,0.002062,0.08173,-10.77765026,TRUE
11/18/1968,mon,-0.00226,0.040309,-10.85617934,TRUE
11/19/1968,tues,0.00316,0.088689,-10.90560582,TRUE
11/21/1968,thur,-0.001677,0.276178,-10.99408286,TRUE
11/22/1968,fri,0.001998,0.102617,-11.073392,TRUE
11/25/1968,mon,0.004426,0.04023,-11.04748975,TRUE
11/26/1968,tues,0.008345,0.16023,-10.75687109,TRUE
11/27/1968,wed,-0.003242,0.1696,-10.80886208,TRUE
11/29/1968,fri,0.008932,0.027614,-10.55065079,TRUE
12/2/1968,mon,-0.001768,0.082955,-10.64283156,TRUE
12/3/1968,tues,0.0019,0.086431,-10.73153071,TRUE
12/5/1968,thur,-0.007662,0.308648,-10.5755964,TRUE
12/6/1968,fri,0.000562,0.077973,-10.67958122,TRUE
12/9/1968,mon,0.001144,0.114871,-10.77863922,TRUE
12/10/1968,tues,-0.001707,0.028668,-10.86858992,TRUE
12/12/1968,thur,-0.000573,0.250481,-10.97203709,TRUE
12/13/1968,fri,0.004248,0.166968,-10.96696709,TRUE
12/16/1968,mon,-0.005078,0.121846,-10.91879287,TRUE
12/17/1968,tues,-0.005557,0.039757,-10.85071493,TRUE
12/19/1968,thur,0.004347,0.324634,-10.85325544,TRUE
12/20/1968,fri,-0.008393,0.113282,-10.61882063,TRUE
12/23/1968,mon,-0.013787,-0.089083,-10.10161489,TRUE
12/24/1968,tues,-0.0015,-0.203736,-10.20089463,TRUE
12/26/1968,thur,0.002025,-0.378936,-10.29406592,TRUE
12/27/1968,fri,-0.001825,-0.23232,-10.38854699,TRUE
12/30/1968,mon,-0.007799,-0.15741,-10.29541639,TRUE
12/31/1968,tues,-0.00144,-0.073231,-10.39398062,TRUE
1/2/1969,thur,0.004208,-0.375926,-10.43704902,TRUE
1/3/1969,fri,0.00438,-0.114891,-10.47224777,TRUE
1/6/1969,mon,-0.016129,-0.120966,-9.874024289,TRUE
1/7/1969,tues,-0.011749,0.090943,-9.718695716,TRUE
1/8/1969,wed,-0.00484,-0.037274,-9.78168629,TRUE
1/9/1969,thur,0.006718,-0.172513,-9.801973385,TRUE
1/10/1969,fri,-0.002083,-0.125089,-9.898659427,TRUE
1/13/1969,mon,-0.002618,-0.254092,-9.988974419,TRUE
1/14/1969,tues,0.005639,-0.293233,-10.02018723,TRUE
1/15/1969,wed,0.003677,-0.192519,-10.0923362,TRUE
1/16/1969,thur,0.007314,-0.089446,-10.0635204,TRUE
1/17/1969,fri,-0.003255,-0.213726,-10.14162749,TRUE
1/20/1969,mon,-0.004596,-0.269635,-10.18912904,TRUE
1/21/1969,tues,-0.001537,-0.270574,-10.28753076,TRUE
1/22/1969,wed,0.004667,-0.217429,-10.32422662,TRUE
1/23/1969,thur,0.006434,-0.084624,-10.29845406,TRUE
1/24/1969,fri,-0.001714,-0.134741,-10.39417237,TRUE
1/27/1969,mon,-0.001194,-0.266438,-10.49437133,TRUE
1/28/1969,tues,0.000992,-0.173617,-10.59579469,TRUE
1/29/1969,wed,-0.00033,-0.222367,-10.70067079,TRUE
1/30/1969,thur,0.004297,-0.095374,-10.7188661,TRUE
1/31/1969,fri,0.004152,-0.176809,-10.74118617,TRUE
2/3/1969,mon,0.000845,-0.148426,-10.84288418,TRUE
2/4/1969,tues,-0.001839,-0.14373,-10.929192,TRUE
2/5/1969,wed,0.00092,-0.051851,-11.02931915,TRUE
2/6/1969,thur,0.000729,-0.141572,-11.13104428,TRUE
2/7/1969,fri,0.001246,-0.125527,-11.22470454,TRUE
2/11/1969,tues,0.001181,-0.160273,-11.31851642,TRUE
2/12/1969,wed,0.000126,-0.224314,-11.42373122,TRUE
2/13/1969,thur,0.003796,-0.181991,-11.39239687,TRUE
2/14/1969,fri,-0.000788,-0.226376,-11.49166704,TRUE
2/17/1969,mon,-0.015061,-0.202081,-10.35362299,TRUE
2/18/1969,tues,-0.007385,-0.132793,-10.28492632,TRUE
2/19/1969,wed,-0.006164,-0.313922,-10.27370782,TRUE
2/20/1969,thur,-0.009176,-0.256842,-10.13930331,TRUE
2/24/1969,mon,-0.01393,-0.102294,-9.809088515,TRUE
2/25/1969,tues,-0.004624,-0.133643,-9.872129593,TRUE
2/26/1969,wed,0.006613,-0.385861,-9.887486259,TRUE
2/27/1969,thur,-0.00303,-0.368659,-9.972972259,TRUE
2/28/1969,fri,0.002411,-0.435928,-10.06457856,TRUE
3/3/1969,mon,0.003771,-0.523311,-10.1334868,TRUE
3/4/1969,tues,0.011903,-0.398964,-9.905047569,TRUE
3/5/1969,wed,0.003907,-0.198196,-9.976990077,TRUE
3/6/1969,thur,-0.010421,-0.357437,-9.851440792,TRUE
3/7/1969,fri,-0.002587,-0.241027,-9.942785085,TRUE
3/10/1969,mon,0.00652,-0.428158,-9.954433328,TRUE
3/11/1969,tues,0.004124,-0.323951,-10.0207965,TRUE
3/12/1969,wed,-0.00371,-0.443984,-10.0923478,TRUE
3/13/1969,thur,-0.011378,-0.301937,-9.899484575,TRUE
3/14/1969,fri,-0.003158,-0.44674,-9.983015076,TRUE
3/17/1969,mon,-0.000277,-0.376823,-10.08819171,TRUE
3/18/1969,tues,0.003699,-0.172073,-10.15763531,TRUE
3/19/1969,wed,0.005199,-0.309808,-10.18839455,TRUE
3/20/1969,thur,0.008754,-0.253844,-10.08963185,TRUE
3/21/1969,fri,-0.000141,-0.292948,-10.19493912,TRUE
3/24/1969,mon,-0.003179,-0.474662,-10.27068625,TRUE
3/25/1969,tues,0,-0.280738,-10.37604676,TRUE
3/26/1969,wed,0.006759,-0.162959,-10.33051445,TRUE
3/27/1969,thur,0.008176,-0.086608,-10.23074129,TRUE
3/28/1969,fri,0.004929,-0.042517,-10.26387137,TRUE
4/1/1969,tues,-0.002569,-0.051958,-10.34842338,TRUE
4/2/1969,wed,-0.002318,-0.250568,-10.43533016,TRUE
4/3/1969,thur,-0.003896,-0.23093,-10.48486083,TRUE
4/7/1969,mon,-0.00923,-0.314718,-10.29857816,TRUE
4/8/1969,tues,0.004767,-0.319266,-10.33165881,TRUE
4/9/1969,wed,0.007339,-0.027302,-10.26841128,TRUE
4/10/1969,thur,0.003135,-0.05345,-10.34279811,TRUE
4/11/1969,fri,0.000611,-0.183211,-10.44687287,TRUE
4/14/1969,mon,-0.000879,-0.341321,-10.54928255,TRUE
4/15/1969,tues,-0.000751,-0.272125,-10.65225612,TRUE
4/16/1969,wed,-0.009108,-0.262466,-10.42844253,TRUE
4/17/1969,thur,0.000682,-0.29126,-10.53205784,TRUE
4/18/1969,fri,0.000757,-0.139287,-10.63503217,TRUE
4/21/1969,mon,-0.007936,-0.208752,-10.48509765,TRUE
4/22/1969,tues,0.001176,-0.183315,-10.58497181,TRUE
4/23/1969,wed,-0.001035,-0.007443,-10.68563995,TRUE
4/24/1969,thur,0.003872,-0.078869,-10.72069478,TRUE
4/25/1969,fri,0.003035,0.020953,-10.78075423,TRUE
4/28/1969,mon,0.001168,-0.086458,-10.87885017,TRUE
4/29/1969,tues,0.009703,0.192492,-10.542796,TRUE
4/30/1969,wed,0.017068,0.459331,-9.847560252,TRUE
5/1/1969,thur,-0.001011,0.146588,-9.950775825,TRUE
5/2/1969,fri,0.00834,0.053831,-9.905934343,TRUE
5/5/1969,mon,0.001858,0.080552,-10.00363457,TRUE
5/6/1969,tues,0.003238,0.178638,-10.08356946,TRUE
5/7/1969,wed,-0.00256,0.130578,-10.17163919,TRUE
5/8/1969,thur,0.004243,0.061237,-10.226017,TRUE
5/9/1969,fri,-0.00215,0.022947,-10.31729113,TRUE
5/12/1969,mon,-0.003907,-0.137135,-10.37260773,TRUE
5/13/1969,tues,0.005321,0.064073,-10.38214419,TRUE
5/14/1969,wed,0.006088,0.172685,-10.36271743,TRUE
5/15/1969,thur,-0.003816,-0.00962,-10.41812811,TRUE
5/16/1969,fri,0.002215,0.026478,-10.50541546,TRUE
5/19/1969,mon,-0.008597,-0.194136,-10.3485451,TRUE
5/20/1969,tues,-0.010229,-0.142324,-10.14430945,TRUE
5/21/1969,wed,0.002651,0.020839,-10.22999223,TRUE
5/22/1969,thur,-0.00183,0.142882,-10.3250921,TRUE
5/23/1969,fri,-0.00273,-0.085618,-10.40552028,TRUE
5/26/1969,mon,-0.000538,-0.270597,-10.50981687,TRUE
5/27/1969,tues,-0.008782,-0.109307,-10.34187562,TRUE
5/28/1969,wed,-0.001855,-0.041663,-10.43544659,TRUE
5/29/1969,thur,0.000683,-0.002146,-10.53904455,TRUE
6/2/1969,mon,-0.004693,-0.271496,-10.55600809,TRUE
6/3/1969,tues,-0.002564,-0.068659,-10.6336905,TRUE
6/4/1969,wed,-0.002086,-0.096997,-10.7191717,TRUE
6/5/1969,thur,0.002011,0.034023,-10.80441392,TRUE
6/6/1969,fri,-0.006403,0.048685,-10.70742686,TRUE
6/9/1969,mon,-0.007293,-0.1119,-10.57842592,TRUE
6/10/1969,tues,-0.006075,-0.110203,-10.53446101,TRUE
6/11/1969,wed,-0.008684,0.135567,-10.36600027,TRUE
6/12/1969,thur,-0.013377,-0.008181,-9.981879241,TRUE
6/13/1969,fri,0.002529,0.094428,-10.07198715,TRUE
6/16/1969,mon,-0.004121,-0.132881,-10.13365219,TRUE
6/17/1969,tues,-0.006112,0.027215,-10.13962618,TRUE
6/18/1969,wed,0.001534,-0.050184,-10.23838395,TRUE
6/19/1969,thur,-0.005335,-0.059202,-10.25902771,TRUE
6/20/1969,fri,-0.007063,-0.039606,-10.21754071,TRUE
6/23/1969,mon,-0.006067,0.086684,-10.21674593,TRUE
6/24/1969,tues,0.007254,-0.030342,-10.17373608,TRUE
6/25/1969,wed,-0.00354,-0.117169,-10.24325313,TRUE
6/26/1969,thur,-0.00438,-0.131294,-10.29046178,TRUE
6/27/1969,fri,-0.000598,-0.261582,-10.39465402,TRUE
6/30/1969,mon,0.003936,-0.300557,-10.44528282,TRUE
7/1/1969,tues,0.003099,-0.169594,-10.51461761,TRUE
7/2/1969,wed,0.005454,-0.028925,-10.50505769,TRUE
7/3/1969,thur,0.006147,-0.141662,-10.46785602,TRUE
7/7/1969,mon,-0.003289,-0.152327,-10.53180738,TRUE
7/8/1969,tues,-0.014668,-0.216321,-9.99734361,TRUE
7/9/1969,wed,-0.010081,-0.213624,-9.881110595,TRUE
7/10/1969,thur,-0.016181,-0.006493,-9.536042812,TRUE
7/11/1969,fri,0.005247,0.018215,-9.599909739,TRUE
7/14/1969,mon,-0.010747,-0.322755,-9.531773249,TRUE
7/15/1969,tues,-0.002387,-0.030309,-9.628442188,TRUE
7/16/1969,wed,0.009713,-0.088997,-9.586030973,TRUE
7/17/1969,thur,0.004405,-0.089682,-9.660476121,TRUE
7/18/1969,fri,-0.00844,-0.281177,-9.648805955,TRUE
7/22/1969,tues,-0.014167,-0.148349,-9.457215426,TRUE
7/23/1969,wed,-0.007305,0.027965,-9.489430263,TRUE
7/24/1969,thur,-0.001717,-0.152047,-9.590472146,TRUE
7/25/1969,fri,-0.010301,-0.147023,-9.536770064,TRUE
7/28/1969,mon,-0.014567,0.036031,-9.359383335,TRUE
7/29/1969,tues,-0.00531,0.176932,-9.429020773,TRUE
7/30/1969,wed,0.002018,0.307583,-9.528766228,TRUE
7/31/1969,thur,0.014688,0.208627,-9.349260199,TRUE
8/1/1969,fri,0.013544,0.250544,-9.244194408,TRUE
8/4/1969,mon,-0.004863,-0.092821,-9.322735909,TRUE
8/5/1969,tues,-0.001643,-0.271056,-9.424747819,TRUE
8/6/1969,wed,0.005646,-0.056074,-9.487151218,TRUE
8/7/1969,thur,0.000472,-0.215819,-9.592185149,TRUE
8/8/1969,fri,-0.002193,-0.291145,-9.689748081,TRUE
8/11/1969,mon,-0.005632,-0.55948,-9.739754021,TRUE
8/12/1969,tues,-0.008415,-0.391901,-9.71971871,TRUE
8/13/1969,wed,-0.004722,-0.160884,-9.784669852,TRUE
8/14/1969,thur,0.005054,-0.182131,-9.840849336,TRUE
8/15/1969,fri,0.009363,-0.129501,-9.778170657,TRUE
8/18/1969,mon,0.00825,-0.210597,-9.758287381,TRUE
8/19/1969,tues,0.007235,0.081693,-9.767790382,TRUE
8/20/1969,wed,-0.000564,-0.183185,-9.872533995,TRUE
8/21/1969,thur,0.001978,-0.318809,-9.969497876,TRUE
8/22/1969,fri,0.002847,-0.130082,-10.05580412,TRUE
8/25/1969,mon,-0.006964,-0.312979,-10.04294803,TRUE
8/26/1969,tues,-0.009571,-0.253573,-9.938012333,TRUE
8/27/1969,wed,0.001529,-0.230806,-10.03801075,TRUE
8/28/1969,thur,0.004392,-0.391917,-10.09550775,TRUE
8/29/1969,fri,0.009981,-0.255596,-9.963223332,TRUE
9/2/1969,tues,0.001266,-0.289501,-10.06480979,TRUE
9/3/1969,wed,-0.002522,-0.262596,-10.15370122,TRUE
9/4/1969,thur,-0.012487,-0.1924,-9.890953039,TRUE
9/5/1969,fri,-0.007053,-0.245377,-9.892716568,TRUE
9/8/1969,mon,-0.009391,-0.311069,-9.820864239,TRUE
9/9/1969,tues,0.004707,-0.032964,-9.88189907,TRUE
9/10/1969,wed,0.015015,0.011175,-9.58826551,TRUE
9/11/1969,thur,-0.002709,0.084344,-9.681797858,TRUE
9/12/1969,fri,-0.001842,-0.051424,-9.781133292,TRUE
9/15/1969,mon,0.007494,-0.062304,-9.781752868,TRUE
9/16/1969,tues,0.001432,-0.016607,-9.883087261,TRUE
9/17/1969,wed,-0.006127,-0.031807,-9.909875311,TRUE
9/18/1969,thur,0.006043,-0.012674,-9.936729598,TRUE
9/19/1969,fri,-0.00142,0.080966,-10.03746842,TRUE
9/22/1969,mon,0.00166,-0.192528,-10.1358477,TRUE
9/23/1969,tues,0.003648,0.153786,-10.20457481,TRUE
9/24/1969,wed,-0.000156,0.016565,-10.30986247,TRUE
9/25/1969,thur,-0.005719,-0.037902,-10.3116504,TRUE
9/26/1969,fri,-0.00694,-0.133213,-10.26773279,TRUE
9/29/1969,mon,-0.007478,-0.078984,-10.20854477,TRUE
9/30/1969,tues,-0.006069,-0.176269,-10.20858846,TRUE
10/1/1969,wed,-0.007654,-0.187498,-10.15127555,TRUE
10/2/1969,thur,0.006116,0.04328,-10.15543961,TRUE
10/3/1969,fri,-0.004234,0.124438,-10.2108201,TRUE
10/6/1969,mon,0.001224,-0.172898,-10.31166484,TRUE
10/7/1969,tues,-0.003924,-0.077578,-10.36683626,TRUE
10/8/1969,wed,-0.005011,-0.044117,-10.38721987,TRUE
10/9/1969,thur,0.00198,-0.036887,-10.47854597,TRUE
10/10/1969,fri,0.003936,0.119963,-10.52451912,TRUE
10/13/1969,mon,0.015176,0.226753,-9.960813745,TRUE
10/14/1969,tues,0.015899,0.601922,-9.599389316,TRUE
10/15/1969,wed,-0.002851,0.363816,-9.691510111,TRUE
10/16/1969,thur,0.010439,0.570806,-9.617982047,TRUE
10/17/1969,fri,-0.003236,0.216941,-9.706001231,TRUE
10/20/1969,mon,0.003784,0.200195,-9.785574392,TRUE
10/21/1969,tues,0.009074,0.391491,-9.74025181,TRUE
10/22/1969,wed,0.01578,0.545586,-9.460330463,TRUE
10/23/1969,thur,-0.005384,0.273024,-9.525161945,TRUE
10/24/1969,fri,0.007602,0.312657,-9.546209271,TRUE
10/27/1969,mon,-0.002299,0.073672,-9.643387079,TRUE
10/28/1969,tues,-0.005151,0.094363,-9.704290688,TRUE
10/29/1969,wed,-0.008825,0.092465,-9.677027746,TRUE
10/30/1969,thur,0.002555,0.125808,-9.770890696,TRUE
10/31/1969,fri,0.006423,0.145596,-9.799029884,TRUE
11/3/1969,mon,-0.001695,-0.018333,-9.898653058,TRUE
11/4/1969,tues,-0.001241,0.083909,-10.00061252,TRUE
11/5/1969,wed,0.000703,0.06641,-10.10476419,TRUE
11/6/1969,thur,0.00131,-0.020029,-10.20546816,TRUE
11/7/1969,fri,0.006155,0.157879,-10.20299204,TRUE
11/10/1969,mon,0.002982,0.095896,-10.28203628,TRUE
11/11/1969,tues,-0.003831,-0.117127,-10.34087376,TRUE
11/12/1969,wed,-0.004383,0.095867,-10.3822165,TRUE
11/13/1969,thur,-0.007199,0.065297,-10.31709633,TRUE
11/14/1969,fri,-0.000694,-0.066927,-10.42083741,TRUE
11/17/1969,mon,-0.007956,-0.110674,-10.31433542,TRUE
11/18/1969,tues,0.003129,-0.026632,-10.38742071,TRUE
11/19/1969,wed,-0.006184,-0.007595,-10.36363464,TRUE
11/20/1969,thur,-0.010508,0.056005,-10.14059895,TRUE
11/21/1969,fri,-0.009732,-0.142946,-10.00946426,TRUE
